candidate_set_size,scoring_mode,ordering,k,victim_accuracy_drop_mean,victim_accuracy_drop_std
2500,endpoint,endpoint_label_desc,200,0.0406324028968811,0.003733022541566537
2500,endpoint,endpoint_label_desc,210,0.04229248762130737,0.004069413636918934
2500,endpoint,endpoint_label_desc,220,0.044189727306365965,0.003733020963887249
2500,endpoint,endpoint_label_desc,230,0.045454537868499754,0.003801440788210366
2500,endpoint,endpoint_label_desc,240,0.0471936821937561,0.004113345802581247
2500,endpoint,endpoint_label_desc,250,0.04758893251419068,0.003948617874026572
2500,endpoint,endpoint_label_desc,260,0.04885375499725342,0.004262548906906506
2500,endpoint,endpoint_label_desc,270,0.04940711259841919,0.003862611672907841
2500,endpoint,endpoint_label_desc,280,0.05090909004211426,0.003916834463241546
2500,endpoint,endpoint_label_desc,290,0.05075099468231201,0.004335225381486355
2500,endpoint,endpoint_label_desc,300,0.0520158052444458,0.004813394011973765
2500,endpoint,endpoint_label_desc,310,0.05280632972717285,0.004731547009873033
2500,endpoint,endpoint_label_desc,320,0.05383398532867432,0.004413792337211954
2500,endpoint,endpoint_label_desc,330,0.05462449789047241,0.004876274021067489
2500,endpoint,endpoint_label_desc,340,0.05541503429412842,0.005357155195389534
2500,endpoint,endpoint_label_desc,350,0.05596839189529419,0.005772642004872856
2500,endpoint,endpoint_label_desc,360,0.05644268989562988,0.0063327588289479805
2500,endpoint,endpoint_label_desc,370,0.05652174949645996,0.0063302698256532345
2500,endpoint,endpoint_label_desc,380,0.05620553493499756,0.006093880876851089
2500,endpoint,endpoint_label_desc,390,0.05652173757553101,0.006409981905442492
2500,endpoint,endpoint_label_desc,400,0.05612648725509643,0.006725175263277897
2500,endpoint,endpoint_label_desc,410,0.055573117733001706,0.006346301063229876
2500,endpoint,endpoint_label_desc,420,0.055415010452270506,0.006151300284038884
2500,endpoint,endpoint_label_desc,430,0.055494070053100586,0.005718248872353595
2500,endpoint,endpoint_label_desc,440,0.055415022373199466,0.006320394402414508
2500,endpoint,endpoint_label_desc,450,0.055573117733001706,0.005806371534799263
2500,endpoint,endpoint_label_desc,460,0.05525691509246826,0.006170298947798078
2500,endpoint,endpoint_label_desc,470,0.05494071245193481,0.005540663057811778
2500,endpoint,endpoint_label_desc,480,0.055573129653930665,0.00517317965349945
2500,endpoint,endpoint_label_desc,490,0.055731236934661865,0.004991821905831048
2500,endpoint,endpoint_label_desc,500,0.055652177333831786,0.005216790503461143
2500,endpoint,endpoint_label_desc,510,0.05525691509246826,0.005791545582026647
2500,endpoint,endpoint_label_desc,520,0.05525692701339722,0.005415164393284369
2500,endpoint,endpoint_label_desc,530,0.05525691509246826,0.005209287278887179
2500,endpoint,endpoint_label_desc,540,0.054545462131500244,0.005023007735201424
2500,endpoint,endpoint_label_desc,550,0.05486165285110474,0.004762795649601212
2500,endpoint,endpoint_label_desc,560,0.05454543828964233,0.005236216130329058
2500,endpoint,endpoint_label_desc,570,0.05391303300857544,0.004656658003130613
2500,endpoint,endpoint_label_desc,580,0.05415019989013672,0.004701709044110224
2500,endpoint,endpoint_label_desc,590,0.0539130449295044,0.005043188016704101
2500,endpoint,endpoint_label_desc,600,0.05383398532867432,0.005400708566077676
2500,endpoint,endpoint_label_desc,610,0.05375494956970215,0.005046305353998466
2500,endpoint,endpoint_label_desc,620,0.05399209260940552,0.005081787936279703
2500,endpoint,endpoint_label_desc,630,0.05288536548614502,0.005276346697332878
2500,endpoint,endpoint_label_desc,640,0.053122532367706296,0.005759076185784933
2500,endpoint,endpoint_label_desc,650,0.053201568126678464,0.006234534177021753
2500,endpoint,endpoint_label_desc,660,0.052964437007904056,0.005469697036398982
2500,endpoint,endpoint_label_desc,670,0.053122520446777344,0.005365884579093239
2500,endpoint,endpoint_label_desc,680,0.05288538932800293,0.005357151457354667
2500,endpoint,endpoint_label_desc,690,0.05264822244644165,0.00587191326520506
2500,endpoint,endpoint_label_desc,700,0.05256916284561157,0.005788858472496034
2500,endpoint,endpoint_label_desc,710,0.051936757564544675,0.005985235632896652
2500,endpoint,endpoint_label_desc,720,0.05122529268264771,0.006215712902975299
2500,endpoint,endpoint_label_desc,730,0.05106719732284546,0.006485096079475117
2500,endpoint,endpoint_label_desc,740,0.05019762516021729,0.005895827170480726
2500,endpoint,endpoint_label_desc,750,0.04988142251968384,0.005778053094601251
2500,endpoint,endpoint_label_desc,760,0.04956521987915039,0.00553781954293185
2500,endpoint,endpoint_label_desc,770,0.049090898036956786,0.005571580193627081
2500,endpoint,endpoint_label_desc,780,0.049011850357055665,0.004856981763847348
2500,endpoint,endpoint_label_desc,790,0.04916996955871582,0.00524814529393323
2500,endpoint,endpoint_label_desc,800,0.04932805299758911,0.00547256260199717
2500,endpoint,endpoint_label_desc,810,0.049328064918518065,0.005010581615624477
