run_id,use_cert_label,seed,epoch_idx,accuracy,loss,nonzero_weights,prob_mass_update,prob_mass_projected,attack__semi,attack__epsilon,attack__use_cert,attack__block_size,attack__epochs,attack__fine_tune_epochs,attack__keep_heuristic,attack__search_space_size,attack__do_synchronize,attack__loss_type,selector__accuracy_drop_selector_mode,selector__n_candidates_k_sample,selector__n_candidates_one_sample,selector__drop_mode,selector__acc_drop_threshold_k_samples,selector__loss_drop_threshold_k_samples,selector__k_samples_batch,selector__training_data_node_cap,selector__tau,selector__score_batch_size,selector__max_sampling_tries,selector__exclude_tried,selector__lp_hit_rate_detour,selector__lp_hit_rate_top_k,selector__lp_hit_rate_out_dir
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,9,0.7395256757736206,-0.5004457235336304,6571.0,339.17901611328125,339.17901611328125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,10,0.7335968613624573,-0.4884650409221649,6496.0,368.0196533203125,368.0196533203125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,11,0.7284585237503052,-0.4780757427215576,6413.0,395.5874938964844,395.5874938964844,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,12,0.7237154245376587,-0.46946823596954346,6448.0,422.67633056640625,422.67633056640625,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,13,0.7205533385276794,-0.4611409604549408,6378.0,448.6881103515625,448.6376647949219,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,14,0.7150197625160217,-0.4540714621543884,6366.0,474.53314208984375,474.47796630859375,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,15,0.7110671997070312,-0.4470210075378418,6321.0,500.36993408203125,500.26348876953125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,16,0.7075098752975464,-0.43922972679138184,6307.0,525.3480834960938,525.211669921875,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,17,0.7039525508880615,-0.43214473128318787,6147.0,549.3173217773438,549.1629028320312,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,18,0.7011857628822327,-0.42562052607536316,6164.0,572.48291015625,572.33935546875,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,19,0.6988142132759094,-0.4191860854625702,6161.0,595.3665771484375,595.229736328125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,20,0.6964426636695862,-0.41322416067123413,6209.0,617.8314819335938,617.6825561523438,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,21,0.6932806372642517,-0.40752217173576355,6148.0,640.271484375,640.089111328125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,22,0.6909090876579285,-0.40142038464546204,6165.0,662.6361083984375,662.41650390625,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,23,0.6881422996520996,-0.39591097831726074,6140.0,684.3499145507812,684.0924682617188,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,24,0.6845849752426147,-0.39076611399650574,6096.0,705.8720092773438,705.581787109375,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,25,0.6810276508331299,-0.3853159546852112,6053.0,727.209716796875,726.914306640625,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,26,0.677470326423645,-0.3801180124282837,6027.0,748.4290771484375,748.080810546875,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,27,0.6747035384178162,-0.3750540018081665,6004.0,769.2150268554688,768.798828125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,28,0.6715415120124817,-0.3700504004955292,5966.0,790.0933837890625,789.5802001953125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,29,0.6703557372093201,-0.3647981882095337,5182.0,810.303466796875,797.9635620117188,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,30,0.6679841876029968,-0.36054641008377075,4991.0,819.8671875,798.0052490234375,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,31,0.6656126379966736,-0.3572782874107361,4896.0,820.59716796875,797.9932861328125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,32,0.6648221611976624,-0.35372501611709595,4741.0,821.198486328125,798.028564453125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,33,0.6624506115913391,-0.3502546548843384,4627.0,821.7086791992188,797.9685668945312,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,34,0.6612648367881775,-0.3470790982246399,4483.0,822.2053833007812,797.9916381835938,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,35,0.6592885255813599,-0.3440946936607361,4365.0,822.556396484375,798.01220703125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,36,0.6577075123786926,-0.34111714363098145,4223.0,822.586669921875,798.0328979492188,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,37,0.6549407243728638,-0.3380667567253113,4070.0,823.0865478515625,797.98486328125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,38,0.6529644131660461,-0.33525675535202026,3946.0,823.0072021484375,797.9765014648438,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,39,0.6517786383628845,-0.3324236571788788,3833.0,823.1395874023438,797.9813232421875,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,40,0.6498023867607117,-0.3298953175544739,3706.0,823.5653076171875,798.0057983398438,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,41,0.6474308371543884,-0.32681331038475037,3575.0,823.4227294921875,798.007568359375,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,42,0.6458498239517212,-0.32435253262519836,3476.0,822.90185546875,797.9866943359375,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,43,0.6454545259475708,-0.32214081287384033,3418.0,822.72998046875,798.018310546875,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,44,0.6442687511444092,-0.32008248567581177,3330.0,822.94384765625,797.9898681640625,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,45,0.6438735127449036,-0.3181002140045166,3257.0,822.8216552734375,797.98583984375,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,46,0.6426877379417419,-0.3162877559661865,3168.0,822.8814697265625,797.9879150390625,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,47,0.6415019631385803,-0.3144361078739166,3114.0,822.8494873046875,797.9938354492188,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,48,0.6411067247390747,-0.31261008977890015,3050.0,822.7367553710938,797.983154296875,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,49,0.6399209499359131,-0.3108977973461151,2994.0,822.875244140625,798.0096435546875,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,50,0.6387351751327515,-0.3092666566371918,2932.0,822.7423095703125,797.9918212890625,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,51,0.6367588639259338,-0.3076293468475342,2893.0,822.722412109375,797.982177734375,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,52,0.635573148727417,-0.3059335947036743,2833.0,822.5568237304688,798.0037231445312,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,53,0.6359683871269226,-0.30439382791519165,2792.0,815.211669921875,797.9969482421875,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,54,0.634782612323761,-0.30331137776374817,2758.0,811.9837036132812,798.0104370117188,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,55,0.633992075920105,-0.3025118112564087,2726.0,810.0774536132812,798.0009765625,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,56,0.6332015991210938,-0.301741361618042,2699.0,808.7265625,797.9985961914062,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,57,0.6332015991210938,-0.30110403895378113,2672.0,807.77099609375,798.015625,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,58,0.6320158243179321,-0.30058175325393677,2649.0,807.01953125,797.9880981445312,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,59,0.6320158243179321,-0.3001216948032379,2632.0,806.3980712890625,797.9999389648438,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,60,0.6320158243179321,-0.29966017603874207,2621.0,805.9027709960938,797.988525390625,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,61,0.6316205263137817,-0.2992332875728607,2601.0,805.44677734375,798.0108642578125,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,62,0.6316205263137817,-0.2988256812095642,2591.0,805.106201171875,797.9828491210938,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,63,0.6312252879142761,-0.2984774112701416,2576.0,804.749267578125,798.0171508789062,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
1779606453-accuracy_drop_selector_one_sample_endpointPRBCD-seed1-eps0.1-bs10000-semi1-ep100-ft50,accuracy_drop_selector_one_sample_endpointPRBCD_nc15,1,64,0.6312252879142761,-0.2981000542640686,2565.0,804.5032348632812,798.0022583007812,True,0.1,accuracy_drop_selector,10000,100,50,WeightOnly,100000,True,tanhMargin,one_sample,2000,5000,endpointPRBCD,0.001,0.001,10,15,0.8,1000,2000000,True,False,200,extendedPlotting/lpEndpointHitRate
