seed,candidate_set_size,scoring_mode,block_size,epsilon,use_cert,accuracy,runtime_seconds,status,error
1,10000,endpoint,10000,0.2,none,0.5766798257827759,34.682635894045234,ok,
1,10000,endpoint,10000,0.2,accuracy_drop_selector_with_resampling,0.5948616862297058,39.30113930627704,ok,
2,2500,endpoint,1000,0.05,none,0.7980237007141113,33.91360521502793,ok,
2,2500,endpoint,1000,0.05,accuracy_drop_selector_with_resampling,0.782608687877655,36.16270244307816,ok,
2,2500,endpoint,1000,0.1,none,0.7897233366966248,33.649674229323864,ok,
2,2500,endpoint,1000,0.1,accuracy_drop_selector_with_resampling,0.7762845754623413,36.10378600470722,ok,
2,2500,endpoint,2000,0.05,none,0.7644268870353699,33.29267797805369,ok,
2,2500,endpoint,2000,0.05,accuracy_drop_selector_with_resampling,0.7584980130195618,36.34205840155482,ok,
2,2500,endpoint,2000,0.1,none,0.7438735365867615,34.52856262214482,ok,
2,2500,endpoint,2000,0.1,accuracy_drop_selector_with_resampling,0.7403162121772766,36.925811149179935,ok,
2,2500,endpoint,2000,0.2,none,0.7343873381614685,32.91759244352579,ok,
2,2500,endpoint,2000,0.2,accuracy_drop_selector_with_resampling,0.7177865505218506,36.23714643903077,ok,
2,2500,endpoint,4000,0.05,none,0.7454545497894287,33.98632586747408,ok,
2,2500,endpoint,4000,0.05,accuracy_drop_selector_with_resampling,0.7363636493682861,36.89274953119457,ok,
2,2500,endpoint,4000,0.1,none,0.7023715376853943,33.69454702548683,ok,
2,2500,endpoint,4000,0.1,accuracy_drop_selector_with_resampling,0.6964426636695862,37.04095903225243,ok,
2,2500,endpoint,4000,0.2,none,0.6747035384178162,34.07149491086602,ok,
2,2500,endpoint,4000,0.2,accuracy_drop_selector_with_resampling,0.6723319888114929,37.724657606333494,ok,
2,2500,endpoint,10000,0.05,none,0.7221344113349915,35.21350627951324,ok,
2,2500,endpoint,10000,0.05,accuracy_drop_selector_with_resampling,0.7280632257461548,39.78407306596637,ok,
2,2500,endpoint,10000,0.1,none,0.6648221611976624,34.940135687589645,ok,
2,2500,endpoint,10000,0.1,accuracy_drop_selector_with_resampling,0.6762846112251282,40.0558198094368,ok,
2,2500,endpoint,10000,0.2,none,0.6071146130561829,34.69663425348699,ok,
2,2500,endpoint,10000,0.2,accuracy_drop_selector_with_resampling,0.6237154006958008,38.934149192646146,ok,
2,5000,endpoint,1000,0.05,none,0.7984189987182617,33.753364050760865,ok,
2,5000,endpoint,1000,0.05,accuracy_drop_selector_with_resampling,0.783399224281311,36.097681384533644,ok,
2,5000,endpoint,1000,0.1,none,0.7897233366966248,33.51726851053536,ok,
2,5000,endpoint,1000,0.1,accuracy_drop_selector_with_resampling,0.7758893370628357,35.96462148986757,ok,
2,5000,endpoint,2000,0.05,none,0.7644268870353699,33.379297114908695,ok,
2,5000,endpoint,2000,0.05,accuracy_drop_selector_with_resampling,0.7620553374290466,36.061862494796515,ok,
2,5000,endpoint,2000,0.1,none,0.7434782385826111,34.36632368154824,ok,
2,5000,endpoint,2000,0.1,accuracy_drop_selector_with_resampling,0.7411067485809326,37.36070412956178,ok,
2,5000,endpoint,2000,0.2,none,0.7339920997619629,34.41911298967898,ok,
2,5000,endpoint,2000,0.2,accuracy_drop_selector_with_resampling,0.7351778745651245,37.18121871165931,ok,
2,5000,endpoint,4000,0.05,none,0.7458497881889343,33.83040300756693,ok,
2,5000,endpoint,4000,0.05,accuracy_drop_selector_with_resampling,0.7363636493682861,37.45356644131243,ok,
2,5000,endpoint,4000,0.1,none,0.7023715376853943,33.67515997029841,ok,
2,5000,endpoint,4000,0.1,accuracy_drop_selector_with_resampling,0.707905113697052,36.94618139974773,ok,
2,5000,endpoint,4000,0.2,none,0.6747035384178162,34.29097283631563,ok,
2,5000,endpoint,4000,0.2,accuracy_drop_selector_with_resampling,0.6719367504119873,37.940236538648605,ok,
2,5000,endpoint,10000,0.05,none,0.7221344113349915,35.032119723036885,ok,
2,5000,endpoint,10000,0.05,accuracy_drop_selector_with_resampling,0.7280632257461548,39.547483153641224,ok,
2,5000,endpoint,10000,0.1,none,0.6648221611976624,34.74747962318361,ok,
2,5000,endpoint,10000,0.1,accuracy_drop_selector_with_resampling,0.6881422996520996,39.194169664755464,ok,
2,5000,endpoint,10000,0.2,none,0.6071146130561829,34.54191459156573,ok,
2,5000,endpoint,10000,0.2,accuracy_drop_selector_with_resampling,0.6418972611427307,39.58145727403462,ok,
2,10000,endpoint,1000,0.05,none,0.7980237007141113,33.287523997947574,ok,
2,10000,endpoint,1000,0.05,accuracy_drop_selector_with_resampling,0.7814229130744934,36.12534405104816,ok,
2,10000,endpoint,1000,0.1,none,0.7897233366966248,33.53384979069233,ok,
2,10000,endpoint,1000,0.1,accuracy_drop_selector_with_resampling,0.768774688243866,36.07144993543625,ok,
2,10000,endpoint,2000,0.05,none,0.7644268870353699,33.80839394964278,ok,
2,10000,endpoint,2000,0.05,accuracy_drop_selector_with_resampling,0.760079026222229,36.7503497954458,ok,
2,10000,endpoint,2000,0.1,none,0.7438735365867615,34.10483258403838,ok,
2,10000,endpoint,2000,0.1,accuracy_drop_selector_with_resampling,0.7450593113899231,37.092600924894214,ok,
2,10000,endpoint,2000,0.2,none,0.7332015633583069,34.6231401655823,ok,
2,10000,endpoint,2000,0.2,accuracy_drop_selector_with_resampling,0.7320157885551453,37.023560324683785,ok,
2,10000,endpoint,4000,0.05,none,0.7454545497894287,33.53449038416147,ok,
2,10000,endpoint,4000,0.05,accuracy_drop_selector_with_resampling,0.7450593113899231,36.83172557875514,ok,
2,10000,endpoint,4000,0.1,none,0.7023715376853943,34.15712272003293,ok,
2,10000,endpoint,4000,0.1,accuracy_drop_selector_with_resampling,0.7083004117012024,36.85778674855828,ok,
2,10000,endpoint,4000,0.2,none,0.6739130616188049,34.13060048781335,ok,
2,10000,endpoint,4000,0.2,accuracy_drop_selector_with_resampling,0.6739130616188049,37.35252094455063,ok,
2,10000,endpoint,10000,0.05,none,0.7221344113349915,35.518271546810865,ok,
2,10000,endpoint,10000,0.05,accuracy_drop_selector_with_resampling,0.7268774509429932,39.41383800469339,ok,
2,10000,endpoint,10000,0.1,none,0.6648221611976624,34.81028667464852,ok,
2,10000,endpoint,10000,0.1,accuracy_drop_selector_with_resampling,0.6719367504119873,40.24230250157416,ok,
2,10000,endpoint,10000,0.2,none,0.6071146130561829,34.44581413269043,ok,
2,10000,endpoint,10000,0.2,accuracy_drop_selector_with_resampling,0.6185770630836487,39.248317647725344,ok,
3,2500,endpoint,1000,0.05,none,0.7782608866691589,33.95947956107557,ok,
3,2500,endpoint,1000,0.05,accuracy_drop_selector_with_resampling,0.7715414762496948,36.11990715563297,ok,
3,2500,endpoint,1000,0.1,none,0.7758893370628357,33.41440409421921,ok,
3,2500,endpoint,1000,0.1,accuracy_drop_selector_with_resampling,0.7664031386375427,36.10706212744117,ok,
3,2500,endpoint,2000,0.05,none,0.7561264634132385,33.66640627197921,ok,
3,2500,endpoint,2000,0.05,accuracy_drop_selector_with_resampling,0.747035562992096,36.46062755398452,ok,
3,2500,endpoint,2000,0.1,none,0.7308300137519836,34.10922201350331,ok,
3,2500,endpoint,2000,0.1,accuracy_drop_selector_with_resampling,0.7249011993408203,37.13107305020094,ok,
3,2500,endpoint,2000,0.2,none,0.717391312122345,34.443308375775814,ok,
3,2500,endpoint,2000,0.2,accuracy_drop_selector_with_resampling,0.7185770869255066,37.06955892778933,ok,
3,2500,endpoint,4000,0.05,none,0.7252964377403259,33.8350912630558,ok,
3,2500,endpoint,4000,0.05,accuracy_drop_selector_with_resampling,0.7280632257461548,36.362399304285645,ok,
3,2500,endpoint,4000,0.1,none,0.6822134256362915,33.1239463314414,ok,
