seed,candidate_set_size,scoring_mode,block_size,epsilon,use_cert,accuracy,runtime_seconds,status,error
3,5000,endpoint,20000,0.1,accuracy_drop_selector_with_resampling,0.6037659049034119,2841.9488551728427,ok,
3,10000,endpoint,10000,0.05,none,0.643976092338562,2629.1874854788184,ok,
3,10000,endpoint,10000,0.05,accuracy_drop_selector_with_resampling,0.644843578338623,2832.3759062420577,ok,
3,10000,endpoint,10000,0.1,none,0.6306067109107971,2633.937697209418,ok,
3,10000,endpoint,10000,0.1,accuracy_drop_selector_with_resampling,0.6337194442749023,2829.650176808238,ok,
3,10000,endpoint,20000,0.05,none,0.6289738416671753,2636.4903460144997,ok,
3,10000,endpoint,20000,0.05,accuracy_drop_selector_with_resampling,0.626218318939209,2844.576662765816,ok,
3,10000,endpoint,20000,0.1,none,0.601316511631012,2646.7684439178556,ok,
3,10000,endpoint,20000,0.1,accuracy_drop_selector_with_resampling,0.6001939177513123,2845.9793035220355,ok,
4,2500,endpoint,10000,0.05,none,0.7158748507499695,2629.388527272269,ok,
4,2500,endpoint,10000,0.05,accuracy_drop_selector_with_resampling,0.715058445930481,2834.139841845259,ok,
4,2500,endpoint,10000,0.1,none,0.7048527598381042,2641.937077315524,ok,
4,2500,endpoint,10000,0.1,accuracy_drop_selector_with_resampling,0.7060264348983765,2841.819958196953,ok,
4,2500,endpoint,20000,0.05,none,0.6983211636543274,2639.17092150636,ok,
4,2500,endpoint,20000,0.05,accuracy_drop_selector_with_resampling,0.699086606502533,2841.987128691748,ok,
4,2500,endpoint,20000,0.1,none,0.668010413646698,2647.828323416412,ok,
4,2500,endpoint,20000,0.1,accuracy_drop_selector_with_resampling,0.6688268780708313,2837.73626088351,ok,
4,5000,endpoint,10000,0.05,none,0.7158748507499695,2629.388527272269,ok,
4,5000,endpoint,10000,0.05,accuracy_drop_selector_with_resampling,0.7247537970542908,2829.261663880199,ok,
4,5000,endpoint,10000,0.1,none,0.7048527598381042,2641.937077315524,ok,
4,5000,endpoint,10000,0.1,accuracy_drop_selector_with_resampling,0.7138847708702087,2827.531068239361,ok,
4,5000,endpoint,20000,0.05,none,0.6983211636543274,2639.17092150636,ok,
4,5000,endpoint,20000,0.05,accuracy_drop_selector_with_resampling,0.7091901898384094,2841.4958304520696,ok,
4,5000,endpoint,20000,0.1,none,0.668010413646698,2647.828323416412,ok,
4,5000,endpoint,20000,0.1,accuracy_drop_selector_with_resampling,0.6861764788627625,2843.1995882000774,ok,
4,10000,endpoint,10000,0.05,none,0.7158748507499695,2629.388527272269,ok,
4,10000,endpoint,10000,0.05,accuracy_drop_selector_with_resampling,0.705771267414093,2833.049229921773,ok,
4,10000,endpoint,10000,0.1,none,0.7048527598381042,2641.937077315524,ok,
4,10000,endpoint,10000,0.1,accuracy_drop_selector_with_resampling,0.6870949864387512,2833.966952420771,ok,
4,10000,endpoint,20000,0.05,none,0.6983211636543274,2639.17092150636,ok,
4,10000,endpoint,20000,0.05,accuracy_drop_selector_with_resampling,0.693116307258606,2845.3049203213304,ok,
4,10000,endpoint,20000,0.1,none,0.668010413646698,2647.828323416412,ok,
4,10000,endpoint,20000,0.1,accuracy_drop_selector_with_resampling,0.6584681272506714,2846.677259033546,ok,
