candidate_set_size,shared_cand_set_size,label_mode,ordering,k,victim_accuracy_drop_mean,victim_accuracy_drop_std,n_seeds
2500,10000,endpoint,random,1010,0.02316206693649292,0.003242554578832291,5
2500,10000,endpoint,random,1020,0.02316206693649292,0.0035197715238584155,5
2500,10000,endpoint,random,1030,0.022450590133666994,0.003916821832096392,5
2500,10000,endpoint,random,1040,0.022371554374694826,0.00347511118929457,5
2500,10000,endpoint,random,1050,0.022687757015228273,0.0035419081501185017,5
2500,10000,endpoint,random,1060,0.022608685493469238,0.0034389440529107255,5
2500,10000,endpoint,random,1070,0.02292490005493164,0.0039426639401460096,5
2500,10000,endpoint,random,1080,0.02292490005493164,0.003445774284438999,5
2500,10000,endpoint,random,1090,0.02300395965576172,0.004073250258826002,5
2500,10000,endpoint,random,1100,0.023557305335998535,0.004614517062462164,5
2500,10000,endpoint,random,1110,0.02347825765609741,0.004622995907487155,5
2500,10000,endpoint,random,1120,0.023320162296295167,0.004164292936923547,5
2500,10000,endpoint,random,1130,0.02379446029663086,0.004868228579317736,5
2500,10000,endpoint,random,1140,0.023952567577362062,0.004829574187434673,5
2500,10000,endpoint,random,1150,0.024031615257263182,0.004671729676161091,5
2500,10000,endpoint,random,1160,0.02418973445892334,0.004535982693757667,5
2500,10000,endpoint,random,1170,0.02505929470062256,0.004308105093449668,5
2500,10000,endpoint,random,1180,0.025217390060424803,0.004570305827571048,5
2500,10000,endpoint,random,1190,0.02640317678451538,0.005536415322979254,5
2500,10000,endpoint,random,1200,0.0261660099029541,0.005400721216471618,5
2500,10000,endpoint,random,1210,0.026245057582855225,0.005799640265850476,5
2500,10000,endpoint,random,1220,0.026482224464416504,0.005310261122607545,5
2500,10000,endpoint,random,1230,0.02577075958251953,0.004994956915068434,5
2500,10000,endpoint,random,1240,0.026245057582855225,0.004468306772626313,5
2500,10000,endpoint,random,1250,0.02632410526275635,0.0042349604499851414,5
2500,10000,endpoint,random,1260,0.02632410526275635,0.003997759529705178,5
2500,10000,endpoint,random,1270,0.026561248302459716,0.004120918237091274,5
2500,10000,endpoint,random,1280,0.027193677425384522,0.00404436809607305,5
2500,10000,endpoint,random,1290,0.027509868144989014,0.003978171863117199,5
2500,10000,endpoint,random,1300,0.027430832386016846,0.00453769132292156,5
2500,10000,endpoint,random,1310,0.02750988006591797,0.004326201089901874,5
2500,10000,endpoint,random,1320,0.028458499908447267,0.004356794548555881,5
2500,10000,endpoint,random,1330,0.028853750228881835,0.004463094220510878,5
2500,10000,endpoint,random,1340,0.02972332239151001,0.004324408081941569,5
2500,10000,endpoint,random,1350,0.029960477352142335,0.00423312183892314,5
2500,10000,endpoint,random,1360,0.030118584632873535,0.0042789885785994314,5
2500,10000,endpoint,random,1370,0.030039513111114503,0.004480540895850247,5
2500,10000,endpoint,random,1380,0.02956521511077881,0.0047954897786537205,5
2500,10000,endpoint,random,1390,0.029802370071411132,0.004698411964130467,5
2500,10000,endpoint,random,1400,0.029723310470581056,0.004553181130489068,5
2500,10000,endpoint,random,1410,0.030118584632873535,0.0047216133236827485,5
2500,10000,endpoint,random,1420,0.03011857271194458,0.004306291694406902,5
2500,10000,endpoint,random,1430,0.03011857271194458,0.004963573251997544,5
2500,10000,endpoint,random,1440,0.029802370071411132,0.0050971051062914585,5
2500,10000,endpoint,random,1450,0.03067193031311035,0.005225760676750817,5
2500,10000,endpoint,random,1460,0.030988144874572753,0.005262998917418055,5
2500,10000,endpoint,random,1470,0.031225299835205077,0.0050462971839840606,5
2500,10000,endpoint,random,1480,0.031462454795837404,0.004861817820063451,5
2500,10000,endpoint,random,1490,0.031383395195007324,0.00452909231538369,5
2500,10000,endpoint,random,1500,0.03154149055480957,0.005026133839073277,5
2500,10000,endpoint,random,1510,0.031146240234375,0.005110893073424676,5
