candidate_set_size,shared_cand_set_size,label_mode,ordering,k,victim_accuracy_drop_mean,victim_accuracy_drop_std,n_seeds
2500,10000,endpoint,random,2450,0.05251336097717285,0.011175064996511079,5
2500,10000,endpoint,random,2460,0.052513372898101804,0.010797643527065269,5
2500,10000,endpoint,random,2470,0.05165776014328003,0.011522784387121437,5
2500,10000,endpoint,random,2480,0.052941179275512694,0.012035051029034542,5
2500,10000,endpoint,random,2490,0.05251336097717285,0.011869957529715655,5
2500,10000,endpoint,random,2500,0.05272728204727173,0.012244692590972186,5
2500,10000,endpoint,random,2510,0.05272725820541382,0.013036509205230504,5
2500,10000,endpoint,random,2520,0.052620327472686766,0.012887594014027346,5
2500,10000,endpoint,random,2530,0.05294116735458374,0.012705439134137924,5
2500,10000,endpoint,random,2540,0.05347592830657959,0.012455407207443455,5
2500,10000,endpoint,random,2550,0.05315507650375366,0.01240708958928789,5
2500,10000,endpoint,random,2560,0.05315510034561157,0.012770548836587353,5
2500,10000,endpoint,random,2570,0.05433155298233032,0.012931889965424917,5
2500,10000,endpoint,random,2580,0.053903746604919436,0.01249781584945137,5
2500,10000,endpoint,random,2590,0.053368985652923584,0.012628696463537223,5
2500,10000,endpoint,random,2600,0.053048121929168704,0.0134404498144035,5
2500,10000,endpoint,random,2610,0.053689849376678464,0.01327560443845531,5
2500,10000,endpoint,random,2620,0.05390373468399048,0.014321185841586684,5
2500,10000,endpoint,random,2630,0.053368985652923584,0.013328276574426324,5
2500,10000,endpoint,random,2640,0.053368985652923584,0.013236753042822375,5
2500,10000,endpoint,random,2650,0.054224610328674316,0.012976026108460253,5
2500,10000,endpoint,random,2660,0.054224598407745364,0.013232456358827263,5
2500,10000,endpoint,random,2670,0.05401070117950439,0.01402660759558343,5
2500,10000,endpoint,random,2680,0.054224598407745364,0.013741348986033217,5
2500,10000,endpoint,random,2690,0.05401070117950439,0.014463236898396343,5
2500,10000,endpoint,random,2700,0.05347592830657959,0.014234034235471595,5
2500,10000,endpoint,random,2710,0.0535828709602356,0.014869762182857281,5
2500,10000,endpoint,random,2720,0.053368997573852536,0.01463717656118048,5
2500,10000,endpoint,random,2730,0.054652392864227295,0.015500638719922369,5
2500,10000,endpoint,random,2740,0.053903746604919436,0.015747730294264642,5
2500,10000,endpoint,random,2750,0.05368983745574951,0.015222320877994848,5
2500,10000,endpoint,random,2760,0.052941179275512694,0.01468399216514949,5
2500,10000,endpoint,random,2770,0.053689849376678464,0.01454012541493568,5
2500,10000,endpoint,random,2780,0.053796780109405515,0.01638057424655339,5
2500,10000,endpoint,random,2790,0.054224598407745364,0.0173759749921822,5
2500,10000,endpoint,random,2800,0.054973268508911134,0.017914031231141755,5
2500,10000,endpoint,random,2810,0.05486631393432617,0.017754481487509743,5
2500,10000,endpoint,random,2820,0.05593582391738892,0.018290018884892092,5
2500,10000,endpoint,random,2830,0.05689839124679565,0.017730303989595225,5
2500,10000,endpoint,random,2840,0.05668450593948364,0.017274448224569663,5
2500,10000,endpoint,random,2850,0.057005345821380615,0.01775850658390828,5
2500,10000,endpoint,random,2860,0.05754010677337647,0.01832905093228616,5
2500,10000,endpoint,random,2870,0.057754027843475345,0.017041118921817845,5
2500,10000,endpoint,random,2880,0.05818183422088623,0.01724296076360224,5
2500,10000,endpoint,random,2890,0.05882352590560913,0.01719564926853683,5
2500,10000,endpoint,random,2900,0.06010695695877075,0.017252106299992062,5
2500,10000,endpoint,random,2910,0.06085561513900757,0.01674232743740934,5
2500,10000,endpoint,random,2920,0.060534751415252684,0.01689956734141299,5
2500,10000,endpoint,random,2930,0.0606417179107666,0.01699744559298181,5
2500,10000,endpoint,random,2940,0.06053476333618164,0.016366594389567973,5
2500,10000,endpoint,random,2950,0.06074866056442261,0.015848191003975422,5
2500,10000,endpoint,random,2960,0.06085562705993652,0.015905838489481842,5
2500,10000,endpoint,random,2970,0.06085561513900757,0.01585180353201096,5
2500,10000,endpoint,random,2980,0.06074866056442261,0.014500755560971433,5
2500,10000,endpoint,random,2990,0.06160427331924438,0.014661571511609522,5
2500,10000,endpoint,random,3000,0.060641694068908694,0.013547454020455735,5
2500,10000,endpoint,random,3010,0.061390364170074464,0.013864594416444328,5
2500,10000,endpoint,random,3020,0.06106952428817749,0.013456385726617911,5
2500,10000,endpoint,random,3030,0.06139037609100342,0.013823301883561559,5
2500,10000,endpoint,random,3040,0.0623529314994812,0.013953000271251723,5
2500,10000,endpoint,random,3050,0.062459897994995114,0.014215943031731152,5
2500,10000,endpoint,random,3060,0.06160427331924438,0.015051368053783267,5
2500,10000,endpoint,random,3070,0.06203209161758423,0.014413713475165658,5
2500,10000,endpoint,random,3080,0.06288769245147705,0.01371530226009577,5
2500,10000,endpoint,random,3090,0.06331549882888794,0.013855315119744182,5
2500,10000,endpoint,random,3100,0.06352940797805787,0.014241050509271335,5
2500,10000,endpoint,random,3110,0.06374332904815674,0.01428617688179677,5
2500,10000,endpoint,random,3120,0.06406418085098267,0.01408459732949078,5
2500,10000,endpoint,random,3130,0.0634224534034729,0.014421653203954719,5
2500,10000,endpoint,random,3140,0.06299465894699097,0.01498470430346086,5
2500,10000,endpoint,random,3150,0.06395721435546875,0.015137561116103156,5
2500,10000,endpoint,random,3160,0.06374331712722778,0.014484978603853007,5
2500,10000,endpoint,random,3170,0.06374330520629883,0.014578461277005588,5
2500,10000,endpoint,random,3180,0.06481283903121948,0.014855316570549256,5
2500,10000,endpoint,random,3190,0.06438502073287963,0.015019026059780453,5
2500,10000,endpoint,random,3200,0.06502673625946045,0.014928294072908993,5
2500,10000,endpoint,random,3210,0.06513370275497436,0.01624383493952417,5
2500,10000,endpoint,random,3220,0.06534759998321533,0.016221810589285356,5
2500,10000,endpoint,random,3230,0.06513367891311646,0.01576133748576002,5
2500,10000,endpoint,random,3240,0.06524064540863037,0.01550802177398017,5
2500,10000,endpoint,random,3250,0.06513370275497436,0.01597758002311002,5
2500,10000,endpoint,random,3260,0.06491978168487549,0.015161150947449123,5
2500,10000,endpoint,random,3270,0.06395721435546875,0.015047558173596529,5
2500,10000,endpoint,random,3280,0.06406418085098267,0.015532897564453798,5
2500,10000,endpoint,random,3290,0.06395721435546875,0.015483091400732467,5
2500,10000,endpoint,random,3300,0.0638502597808838,0.015565985051277448,5
2500,10000,endpoint,random,3310,0.06417112350463867,0.015627409636222035,5
2500,10000,endpoint,random,3320,0.06449198722839355,0.015147003750970056,5
2500,10000,endpoint,random,3330,0.0640641689300537,0.014622499979743117,5
2500,10000,endpoint,random,3340,0.06427807807922363,0.014646926338284903,5
2500,10000,endpoint,random,3350,0.06502673625946045,0.014100798758867593,5
2500,10000,endpoint,random,3360,0.06438502073287963,0.014272158454046958,5
2500,10000,endpoint,random,3370,0.06470588445663453,0.01368085643425653,5
2500,10000,endpoint,random,3380,0.06470587253570556,0.014072400806097396,5
2500,10000,endpoint,random,3390,0.06459892988204956,0.01421593518422635,5
2500,10000,endpoint,random,3400,0.06449196338653565,0.014196828679328158,5
2500,10000,endpoint,random,3410,0.06470589637756348,0.01373821294268283,5
2500,10000,endpoint,random,3420,0.06342247724533082,0.013782894561976499,5
2500,10000,endpoint,random,3430,0.0640641689300537,0.01450469192726888,5
2500,10000,endpoint,random,3440,0.06470588445663453,0.013944810394603602,5
2500,10000,endpoint,random,3450,0.06363637447357177,0.013722575399073178,5
2500,10000,endpoint,random,3460,0.0633155107498169,0.013813966237879014,5
2500,10000,endpoint,random,3470,0.06331549882888794,0.013906820314436345,5
2500,10000,endpoint,random,3480,0.06310160160064697,0.012895337089562456,5
2500,10000,endpoint,random,3490,0.06278076171875,0.013107592961657378,5
2500,10000,endpoint,random,3500,0.06385027170181275,0.013361496546825198,5
2500,10000,endpoint,random,3510,0.06320856809616089,0.014558803069001057,5
2500,10000,endpoint,random,3520,0.0640641689300537,0.01527763381734948,5
2500,10000,endpoint,random,3530,0.06417111158370972,0.015668537716437936,5
2500,10000,endpoint,random,3540,0.06459892988204956,0.014729690521603733,5
2500,10000,endpoint,random,3550,0.06417112350463867,0.01558618172085238,5
2500,10000,endpoint,random,3560,0.06534758806228638,0.015702258360215247,5
2500,10000,endpoint,random,3570,0.06459892988204956,0.015431286015986133,5
2500,10000,endpoint,random,3580,0.06491978168487549,0.01603652120831601,5
2500,10000,endpoint,random,3590,0.06374330520629883,0.01627900340426026,5
2500,10000,endpoint,random,3600,0.0640641689300537,0.01712230539977284,5
2500,10000,endpoint,random,3610,0.06417112350463867,0.016443305118808062,5
2500,10000,endpoint,random,3620,0.06374329328536987,0.01586081301507649,5
2500,10000,endpoint,random,3630,0.06363636255264282,0.015645704054467798,5
2500,10000,endpoint,random,3640,0.06438502073287963,0.015547609335843435,5
2500,10000,endpoint,random,3650,0.06438502073287963,0.01583917112154618,5
2500,10000,endpoint,random,3660,0.06417112350463867,0.015913018023636098,5
2500,10000,endpoint,random,3670,0.06481282711029053,0.016449398750896283,5
2500,10000,endpoint,random,3680,0.06491978168487549,0.01599636219070497,5
2500,10000,endpoint,random,3690,0.06534757614135742,0.01682324407731656,5
2500,10000,endpoint,random,3700,0.0643850326538086,0.01694688846558036,5
2500,10000,endpoint,random,3710,0.06481285095214843,0.01677643973552498,5
2500,10000,endpoint,random,3720,0.06481281518936158,0.016410221602358173,5
2500,10000,endpoint,random,3730,0.06481283903121948,0.016102373800506265,5
2500,10000,endpoint,random,3740,0.06534759998321533,0.016137860225897267,5
2500,10000,endpoint,random,3750,0.06491979360580444,0.016614582199268365,5
2500,10000,endpoint,random,3760,0.06459894180297851,0.016561995890221014,5
2500,10000,endpoint,random,3770,0.06385027170181275,0.01713149627659028,5
2500,10000,endpoint,random,3780,0.0638502597808838,0.01645893566431536,5
